Experiment,Condition,Plate,Cell,TRACK_ID,SPEED_median,SPEED_p10,SPEED_p90,SPEED_IQR,DIRECTIONAL_CHANGE_RATE_median,DIRECTIONAL_CHANGE_RATE_p10,DIRECTIONAL_CHANGE_RATE_p90,DIRECTIONAL_CHANGE_RATE_IQR
experiment_01,condition1,,cell001,33,1.1626655057567088,1.107552659472539,1.204136794183904,0.07163357104466073,0.04175042150309275,0.0035583494426576,0.18690922627800205,0.13571399702402798
experiment_01,condition1,,cell001,34,1.0709276822489366,1.024185039971219,1.1037703978182674,0.045606905852245916,0.0302588060614718,0.00883304606708384,0.11737134658553017,0.06765067716281926
experiment_01,condition1,,cell001,35,0.9301150337176549,0.8882297517687259,0.9702140692852061,0.04580914998917884,0.075770432204264,0.0060823003748211,0.14279921382525051,0.07258503860677867
experiment_01,condition1,,cell001,36,1.1341495192170918,1.1020249384274,1.1727674044633685,0.04019432753727248,0.0732639566465493,0.014193888804149265,0.10080479136537213,0.036590076705477904
experiment_01,condition1,,cell001,37,1.142716479411687,1.1006126023569642,1.1929782485410843,0.05310882795358052,0.07659358909126275,0.022206527304648355,0.20585717911705956,0.0842613875614446
experiment_01,condition1,,cell001,38,0.8269411931222935,0.7738954520850675,0.8691726364593075,0.05137225660381395,0.0451087283703828,0.0028678287674568,0.1677569449875238,0.07752079351674095
experiment_01,condition1,,cell001,39,1.0839424519495153,1.0200089473801988,1.1215734312621461,0.048723851932851,0.074643811488108,0.0119456359224937,0.13998769076527706,0.05361218853410579
experiment_01,condition1,,cell001,40,1.6111310996505528,1.5670355549615747,1.657140190659584,0.0582069794918425,0.052756130780792845,0.0056234088726767,0.13900460788176944,0.0603116567859986
experiment_01,condition1,,cell001,41,1.044266780199277,1.0142976871387714,1.0869494309415642,0.03929445880607285,0.0846125245905584,0.009156552189506981,0.2139047245742944,0.1133016634047466
experiment_01,condition1,,cell001,42,0.7426958712721395,0.6836312512808983,0.7958042715168592,0.060061149150788196,0.03400538111428615,0.0050816459452271805,0.1696692241295091,0.07605013231327812
experiment_01,condition1,,cell001,43,0.7937464562785994,0.7653744879888545,0.8334090151197004,0.021679417050830874,0.0650420452673404,0.014733009912079622,0.15453391967767982,0.09506697886245126
experiment_01,condition1,,cell001,44,1.303903609062613,1.263461854044133,1.349437012873058,0.03890115564897334,0.0595286060338267,0.011262337020981521,0.13212388193537897,0.06815707942859729
experiment_01,condition1,,cell001,45,0.5384395510720688,0.4882765188357896,0.5746592002529789,0.0418202654204064,0.0597736426955186,0.01631411723455415,0.12701367032544514,0.05218475510274432
experiment_01,condition1,,cell001,46,0.9458382090705324,0.8992966675143208,0.9947293012009314,0.03644753509546872,0.0710274876471128,0.00530665864695898,0.14170332116563358,0.0763513907378548
experiment_01,condition1,,cell001,47,0.8402089568561449,0.7916614002638948,0.8837501848844456,0.0477992188786589,0.0785192306729772,0.019971160871380587,0.17340398580666996,0.07729404437041565
experiment_01,condition1,,cell001,48,0.8148473743025533,0.7923905570157008,0.8614880452127656,0.05197777198326792,0.07165665185540021,0.007909369693201572,0.1432733348571049,0.07389617182767838
experiment_01,condition1,,cell001,49,0.895022955286539,0.8038751809453,0.9362983006028683,0.05273363214961413,0.0393140903147457,0.00987118369204434,0.12773354440323634,0.0594914013980508
experiment_01,condition1,,cell001,50,0.5439622196728684,0.5130606708756633,0.5886195978361951,0.026768267589610928,0.0430719256470077,0.00162464052482528,0.09985102960921118,0.07004466444787211
experiment_01,condition1,,cell001,51,1.2835952608778856,1.261147315802638,1.3543226842662746,0.04575587992023311,0.08022401108454441,0.01406957655104421,0.14658030201173536,0.08217979158028325
experiment_01,condition1,,cell001,52,1.096919491436106,1.0629824003993054,1.1305646931831923,0.0319664541185658,0.0567381745476275,0.0230421136269988,0.12559751221515736,0.05718467694894217
experiment_01,condition1,,cell001,53,0.8968901159664404,0.8638005458037817,0.9322410965871744,0.05393575475115109,0.0374106571087057,0.00202322665383975,0.20608087098046932,0.11360973308705147
experiment_01,condition1,,cell001,54,1.1861915904501803,1.1103545052713426,1.2231044540509632,0.08345161856729577,0.0489970481544112,0.007177159558760481,0.1486792798523064,0.07437126571021738
experiment_01,condition1,,cell001,55,0.5824629783464004,0.546559482601161,0.6285869990102183,0.056752434162130716,0.06397790851899796,0.011109913878858641,0.1586971416600073,0.08298408281154332
experiment_01,condition1,,cell001,56,1.035699410989196,0.981334908741994,1.0699141536521466,0.046810832247313305,0.0944322352118294,0.0264365693513319,0.1451705413765485,0.08593329396007401
experiment_01,condition1,,cell001,57,1.016398986454415,0.9927132910233079,1.0601281805343747,0.04085246208863369,0.07582389341300441,0.0066381590967432,0.18942018532587301,0.11305169044043753
experiment_01,condition1,,cell001,58,1.0126192948707489,0.9524726185269179,1.0592221618041302,0.05791920244798909,0.03914113888690845,0.00557704917310248,0.10164452911648619,0.06829187079162846
experiment_01,condition1,,cell001,59,0.2209567687628912,0.06865781562817931,1.2943283188654584,1.0783719827883496,0.6556347575736077,0.028055753919000302,2.3504198141569423,1.7933545720566335
experiment_01,condition1,,cell001,60,1.1971655828122656,1.1387546624269613,1.2348447363036736,0.05986480905505487,0.0661723598188156,0.0044971013709714,0.1879217425396256,0.08630357994069615
experiment_01,condition1,,cell001,61,0.8323471254430046,0.804037984267651,0.8707665465915767,0.041436501318538266,0.0481704248984458,0.006564883087590741,0.13128739177666915,0.052631832451294894
experiment_01,condition1,,cell001,62,1.4023677604484215,1.3685249092138785,1.4538702728248714,0.04087210619199788,0.08964537744651796,0.01930548930482048,0.17999998700771383,0.10330369641283328
experiment_01,condition1,,cell001,63,0.8946020391441244,0.8171731097442787,0.9299966928977033,0.07720044309807783,0.0247556984688499,0.0045345462908935,0.060111635342679486,0.0406965035963986
experiment_01,condition1,,cell001,64,1.0103223885533565,0.9679076413205392,1.0623242613484163,0.03801236667296726,0.07464376521504415,0.00923304248293177,0.1364625705980282,0.09121205224325407
experiment_01,condition1,,cell001,65,1.3140679185387307,1.2651708969183462,1.3425625366695817,0.04407099776508594,0.06571117269776505,0.013139762893000279,0.17922894300474398,0.09186993940306191
experiment_01,condition1,,cell001,66,1.1423006028709153,1.0917588950135657,1.1801365173578202,0.07097680980384324,0.0613812369127886,0.00629750644266801,0.1308828229499614,0.07130138373992033
experiment_01,condition1,,cell001,67,0.8508745621309945,0.8095563526064923,0.9004928107041232,0.06096519882744711,0.027992782620273,0.0044757641235524,0.1215253464302643,0.06264418203842384
experiment_01,condition1,,cell001,68,0.9315792657807347,0.8957260518935446,0.9629027160258644,0.0436007184081354,0.07489909540929254,0.011119464615873199,0.1444658504888881,0.08875528182412372
experiment_01,condition1,,cell001,69,0.6508902893732438,0.60963018565049,0.6943267903180687,0.04705259416286345,0.05233040941750075,0.01800214625714282,0.1400474468391284,0.041993198419912434
experiment_01,condition1,,cell001,70,0.43964731262464946,0.40601544970420567,0.4926397269578485,0.051823305560652844,0.06237935704244065,0.004975416236004,0.1405965347756219,0.07281000456864037
experiment_01,condition1,,cell001,71,0.8534819358005339,0.8073289023368359,0.8935154635459492,0.0513932923427558,0.075304673919381,0.013341339077717361,0.15004899676632452,0.0894442934472075
experiment_01,condition1,,cell001,72,0.9855546811026444,0.9297109750570702,1.0233816858137508,0.06530061851422142,0.0584736077234456,0.01689245424730348,0.1899380308586534,0.10737357628609445
experiment_01,condition1,,cell001,73,1.411499093759986,1.3846274406954637,1.4702143984243186,0.04101423663092563,0.0868611590442349,0.0060474567300079,0.19944502656063326,0.10273574470177399
experiment_01,condition1,,cell001,74,1.2107590950453264,1.1694285049822177,1.2792215386145909,0.048691282787089785,0.0604423302425445,0.011346828822259233,0.12879094085941536,0.07386970068686219
experiment_01,condition1,,cell001,75,0.9497537496353328,0.8940363869920657,1.0006862760286073,0.05538004749629388,0.0459405553342082,0.015915362138305703,0.11503656425870178,0.048053162601160146
experiment_01,condition1,,cell001,76,0.6636450737393065,0.6236115340372587,0.6912092223648365,0.04655163082717806,0.051910064284049345,0.025043403453083278,0.10382733643900091,0.0355214470490455
experiment_01,condition1,,cell001,77,0.8837834435338319,0.8250724948105721,0.9003280770894483,0.03473234291401239,0.0522749790427492,0.0031635521451531,0.1452145562751927,0.09566301712938599
experiment_01,condition1,,cell002,1,0.9295667954393336,0.893527375278723,0.9828580891212924,0.037523534368756994,0.0895480910478654,0.01156090099387144,0.18052727653539782,0.08988551711618359
experiment_01,condition1,,cell002,2,0.6288664038580369,0.5991954831411644,0.6781586835749884,0.0555288013065145,0.0664341092210396,0.003528580504830891,0.13100042500085718,0.0643778434776376
experiment_01,condition1,,cell002,3,1.4465910429242808,1.3952599350052655,1.4959437375894808,0.06469665040606642,0.07236795803259541,0.0125473312723971,0.16621261776133484,0.10530549852073588
experiment_01,condition1,,cell002,4,0.7529444109941029,0.6550966004563659,0.7634706079487541,0.07379255542705399,0.07895504786226355,0.0147317918596803,0.12058003341931986,0.0573784223325391
experiment_01,condition1,,cell002,5,1.127530959504637,1.0557290187691324,1.1808995271715421,0.07307092669506798,0.046121211870437,0.00779243627386594,0.17416563295965412,0.1019087589100907
experiment_01,condition1,,cell002,6,1.3571099230416666,1.3148065396106086,1.415833092864972,0.05707126694291076,0.0548961183640954,0.028692330641078134,0.10727040550090218,0.03416576092020447
experiment_01,condition1,,cell002,7,0.503423098305888,0.46940909754525006,0.5547062077355476,0.061573525613616564,0.04644466783971235,0.00934869412710861,0.108302355762849,0.07651653558216003
experiment_01,condition1,,cell002,8,0.6446826917967347,0.6012876004352646,0.6701309639179112,0.04523225645943607,0.0527457309147347,0.005488135640685961,0.14672968130348815,0.10255909078160355
experiment_01,condition1,,cell002,9,0.9535173076993252,0.9041656291191298,1.009900770626342,0.05980047620990636,0.0568719859123094,0.01843141882439992,0.1595896076136567,0.061436592052049946
experiment_01,condition1,,cell002,10,0.9884644277140211,0.9479062726999851,1.039775764451292,0.04749097253775947,0.060480871564706704,0.00978305090434235,0.1828272699840065,0.08354041387197812
experiment_01,condition1,,cell002,11,1.2071074189532118,1.154814557864587,1.2591202637296575,0.049855823922623,0.06203513652028,0.00848596508963972,0.17009752383860832,0.0824702803632719
experiment_01,condition1,,cell002,12,0.7179536858953186,0.7152329588277263,0.7439869262252339,0.007103322947848212,0.012145240418637,0.0044463435219144,0.2205261817699897,0.09444747036228861
experiment_01,condition1,,cell002,13,0.9888766510049731,0.9308070187611616,1.0262360199523062,0.05853326773664935,0.04769782300365865,0.00880892391382054,0.15653922680784776,0.041593584193556146
experiment_01,condition1,,cell002,14,1.1096520578407212,1.0615968957755808,1.1541207684786736,0.03892473693420717,0.0438066073024698,0.011428262382880292,0.12338284349722752,0.06554941028488015
experiment_01,condition1,,cell002,15,0.9709295885239024,0.9252288343255675,1.0115055736017207,0.048205753648245864,0.0724003308536724,0.00720074054432888,0.13361398542510913,0.08820574700284844
experiment_01,condition1,,cell002,16,1.5738920214326855,1.5465236381241858,1.6143151116327152,0.04305530912962863,0.07973472326303555,0.011595326792140991,0.14063659373519932,0.058778376382519135
experiment_01,condition1,,cell002,17,1.0631061563105546,1.001202328560126,1.085142487983363,0.031631778729619864,0.0357032649353267,0.0034698244172603403,0.13307925763574768,0.0645003816249948
experiment_01,condition1,,cell002,18,1.035399562617335,0.988801545448859,1.1037541854698296,0.046240591333731595,0.0654045034979555,0.015709137582917518,0.1253597457086697,0.05701924616058504
experiment_01,condition1,,cell002,19,1.2350069142420053,1.1810719957262665,1.2715229764390843,0.04419933819843935,0.0462889175425229,0.011535579741121479,0.1360118939748452,0.0712096948378615
experiment_01,condition1,,cell002,20,1.059184121655204,1.0013348887774227,1.1009819783705657,0.04842174912305852,0.093431447973455,0.01420239540558774,0.1581925481701737,0.10178366311128739
experiment_01,condition1,,cell002,21,1.1560687720878808,1.1311432901215075,1.217434832555746,0.03949358039095374,0.0553467901388037,0.0079232238832394,0.15760459923270828,0.0776404316474057
experiment_01,condition1,,cell002,22,0.8126819644023701,0.7850580975924651,0.8343730907597531,0.026079233812878466,0.0567889154111451,0.008367128289984021,0.16404253035077754,0.104398201028268
experiment_01,condition1,,cell002,23,0.3435965744322988,0.30968472243954903,0.39653009356556435,0.05797303606107995,0.0851938332455872,0.00779737793914318,0.18880054771893678,0.11849534334353036
experiment_01,condition1,,cell002,24,0.9183274554146827,0.8695536038179835,0.9657411512444445,0.058836348072958566,0.0530853607477137,0.019117453263721062,0.16620684468732866,0.10110854453044851
experiment_01,condition1,,cell002,25,1.1052885900194713,1.0564966047387656,1.1203327395545342,0.04048705003060493,0.03334273011423635,0.0151258806907104,0.1410986350360635,0.020179168010109754
experiment_01,condition1,,cell002,26,0.9690352772049386,0.868187227789651,0.975741162077579,0.09000016530289356,0.0225757343084793,0.00534976329224396,0.10257198756457167,0.06940428663871501
experiment_01,condition1,,cell002,27,0.9454737070693224,0.9052286622117313,0.9882584140700349,0.0498080629154376,0.079262743464508,0.02050929569290236,0.1794479039942886,0.09809251877682315
experiment_01,condition1,,cell002,28,1.0198707012797694,0.9748089244384945,1.0535969976576403,0.04881112890442463,0.0484225907753009,0.008010994748360421,0.1348046851307357,0.0759193501629993
experiment_01,condition1,,cell002,29,1.1757159674168671,1.132385894333476,1.240421731339104,0.04955393353292159,0.0520633418254425,0.00489552183427794,0.14979162391247616,0.0851497307947378
experiment_01,condition1,,cell002,30,0.7074908780409636,0.5779127878368717,1.0949563431454377,0.4029480837028515,0.3856606303906352,0.04544211512239382,1.0295649385908052,0.7126057760702487
experiment_01,condition1,,cell002,31,0.7586325474326332,0.7113635833780321,0.792824112125303,0.03751144596116052,0.052871816144425404,0.0026947797213921817,0.15555387084870256,0.060610432310238924
experiment_01,condition1,,cell002,32,0.9333869927025624,0.8952499262907556,1.0066713410534525,0.05308790154192555,0.0495310041707406,0.00595187339689924,0.14980721115480228,0.087877464030195
experiment_01,condition1,,cell002,33,0.7305252536739923,0.7081853376739162,0.7609982076093906,0.036516013866121355,0.06443921538505709,0.00922912052534595,0.15775611061423556,0.09364840947913675
experiment_01,condition1,,cell002,34,0.7374626948976625,0.7050882831577832,0.760593798693335,0.02482875713710775,0.0290335794424164,0.0033715627603401804,0.10634952278356444,0.05854720862539858
experiment_01,condition1,,cell002,35,1.1696546001128425,1.1352431046778937,1.2230847451518514,0.05668931199646354,0.05412752822091675,0.00613266993617926,0.1804409126079311,0.07684362294748456
experiment_01,condition1,,cell002,36,0.8055939582429351,0.7573311732484945,0.8416585233592003,0.03833274803734876,0.0434303263420258,0.00539057842863802,0.1292223854799843,0.07621063155615461
experiment_01,condition1,,cell002,37,1.0714431147037735,1.0324779992946076,1.1179924582660519,0.04379445313595243,0.0508135111899341,0.011642927389020081,0.11066108573868186,0.052910933240514
experiment_01,condition1,,cell002,38,1.201899150330715,1.1686837650839956,1.2445374285935709,0.04407681553630338,0.05872624889982655,0.01089712931036545,0.15993352519377246,0.08439732392752028
experiment_01,condition1,,cell002,39,0.719137477274716,0.6919926515344507,0.7851922916432794,0.03655209031197104,0.07192948016052765,0.0094695498545347,0.17030463213780517,0.0895525024998771
experiment_01,condition1,,cell002,40,1.3180702400221112,1.268663129946344,1.375216325671716,0.05682570652165064,0.0580879315090037,0.011036865684428462,0.1749298006813767,0.06525865156685019
experiment_01,condition1,,cell002,41,1.0345144386678264,0.9738178131101332,1.0817946106997272,0.05322075327317455,0.0550221751436836,0.0097030242355184,0.1416726855988127,0.05253091468214835
experiment_01,condition1,,cell002,42,0.7756940993236068,0.7467925435154102,0.8300479243196257,0.03911651906400537,0.04512512754244215,0.00198804796379495,0.0989777555157277,0.0529898057774965
experiment_01,condition1,,cell002,43,1.570842481822926,1.5059106090373757,1.610059660267336,0.05508399619225579,0.0637980746031408,0.018338414373172,0.15882193066057942,0.08398288757122649
experiment_01,condition1,,cell002,44,0.8294165943598582,0.7923226249637622,0.8884515087959789,0.03589002381856765,0.0385465344738622,0.01566203724993104,0.0802281636885885,0.0374728385483686
experiment_01,condition1,,cell002,45,1.140120120123409,1.0909139680977602,1.1896369266788427,0.0473070663704418,0.07390986856909951,0.01267882580247145,0.1985106568494762,0.08040846638440363
experiment_01,condition1,,cell002,46,1.2603908500838457,1.245477817377234,1.2918149379867536,0.02348070910591682,0.0597922072276173,0.022876319876022184,0.157610478136114,0.047781963629700455
experiment_01,condition1,,cell002,47,0.9403687937851192,0.903150573537586,0.982849193882416,0.040944543308835346,0.0632728102944391,0.0069752284223185,0.1740542764022854,0.0940983235196172
experiment_01,condition1,,cell002,48,1.3466080610601618,1.321531612529692,1.3999284928217857,0.0439138506127601,0.0778706029705347,0.00216523691366856,0.12707615117171664,0.0663078898635579
experiment_01,condition1,,cell002,49,1.2027843046883788,1.1614932329017347,1.227081365880396,0.02379233781253709,0.0608238749019816,0.01174236765137028,0.10238703246281222,0.055269264599644104
experiment_01,condition1,,cell002,50,1.0911110461410154,1.0456373822216558,1.141133486986982,0.06268722235401203,0.07446659385545645,0.0050429142595122805,0.17518567038926652,0.10399551521558348
experiment_01,condition1,,cell002,51,0.9362255453139525,0.8895901788712637,0.9785571043801016,0.05163029930473717,0.0607858915760258,0.014095403366811352,0.1369179052920457,0.06669145392360262
experiment_01,condition1,,cell002,52,0.5495377226757048,0.49858554235426394,0.5989169687970239,0.047871871310381287,0.048959278888919155,0.0046233611683141,0.13407894006310042,0.06082485283907145
experiment_01,condition1,,cell002,53,1.186062468515466,1.1490331343947067,1.218274183015055,0.0452385103314481,0.0472040083088385,0.013082383335548141,0.19438439424533402,0.07814072187320505
experiment_01,condition1,,cell002,54,0.6958039360327362,0.6521840299186211,0.736311024834799,0.04688733210056595,0.0794672323650341,0.013431883901741359,0.16553235985513046,0.09963384642148039
experiment_01,condition1,,cell002,55,0.759022369683956,0.7329550448906312,0.8075434829483694,0.058008742081878784,0.0690250134575314,0.00986412567929004,0.13957678045939828,0.08135617298103431
experiment_01,condition1,,cell002,56,0.7579086148044527,0.7287243390569506,0.8460155371655909,0.0834786483645914,0.0545690343121099,0.019133151854733542,0.16021286282138664,0.1081070256670589
experiment_01,condition1,,cell002,57,0.7848892630594334,0.7349320611055467,0.8228254988970726,0.039391719813911985,0.0845805323744723,0.0096689117848482,0.14830610864999352,0.08783691204792735
experiment_01,condition1,,cell002,58,1.2635174066175114,1.2092693329607647,1.316766669141649,0.05284295714545184,0.06642691444615464,0.011295643724347312,0.1608547310468157,0.0719987255312754
experiment_01,condition1,,cell002,59,0.933332715725829,0.8770343516317912,1.0017333466896978,0.06987371515090546,0.07051009848777715,0.0011939637729137603,0.15029017565764752,0.08602310257096038
experiment_01,condition1,,cell002,60,1.2405335754167146,1.207924559903254,1.2735157989555679,0.03184697692952021,0.0642415413891749,0.011002371292420463,0.1500879937228923,0.08108254662339706
experiment_01,condition1,,cell002,61,0.6350033197320518,0.5757899775037185,0.6531983725652335,0.0422917315522634,0.0617856112461897,0.00852646488704336,0.13229990325389818,0.07156934840249951
experiment_01,condition1,,cell002,62,1.7192121366810147,1.6567083847104964,1.7504688965474462,0.04826414319035033,0.06255682853132655,0.009414675928333522,0.15079617924585226,0.08760661128945672
experiment_01,condition1,,cell002,63,1.4004498562319307,1.376779413605789,1.4834703169502428,0.042357704207635294,0.014152631512126899,2.3932235477053256e-05,0.08316886446765288,0.044976171637261364
experiment_01,condition1,,cell002,64,1.0535069003972644,1.0209921414817398,1.1005450196569144,0.02781676995717186,0.0405636920412699,0.005160997867494401,0.13748473186408772,0.07152794871191438
experiment_01,condition1,,cell002,65,1.1374656623737247,1.1062872478370425,1.1450425566226312,0.012659049019602797,0.05274604048515115,0.0050552966752561,0.1298321364739472,0.08787124548155666
experiment_01,condition1,,cell002,66,0.6541210367485646,0.6305789428972954,0.6952659000239406,0.03556298807455971,0.0826457962927578,0.018307417127820944,0.2352064368056277,0.08586105650713635
experiment_01,condition1,,cell002,67,1.1479968070378936,1.1346553874082113,1.211944182485666,0.040934908051065255,0.09373372605414079,0.00282147145981845,0.14015800587090693,0.10414438792915111
experiment_01,condition1,,cell002,68,0.6936905638778191,0.6465475958091942,0.7312486155850295,0.0455402324020322,0.0700256245189186,0.01694562711485166,0.16470656589778573,0.0894098357667916
experiment_01,condition1,,cell003,1,1.1820442970690923,1.1461439351449145,1.2248425016532336,0.043698751455993445,0.0675320898264688,0.011762348429452162,0.1449356222163762,0.07924049954362389
experiment_01,condition1,,cell003,2,1.0602107470966082,1.0042533708599748,1.1055856048911812,0.05101030914203264,0.0812379309126718,0.00965248773398967,0.15747694409347018,0.10219633194760874
experiment_01,condition1,,cell003,3,1.2165743444935442,1.1630214007411224,1.2688645132727627,0.04588101991467708,0.0376225551311003,0.00980698589554564,0.10966239379674173,0.041284974640018755
experiment_01,condition1,,cell003,4,0.4806427052722557,0.4361055863952974,0.5300065660502549,0.05836476699459342,0.0499776273136323,0.0056450679849474,0.1601216903700566,0.0740310565893796
experiment_01,condition1,,cell003,5,1.132270866647538,1.0917330760051545,1.162390275206127,0.02447676449046976,0.0126575802275395,0.00293116290645296,0.1752025376825721,0.0593517684459893
experiment_01,condition1,,cell003,6,0.6202620836306179,0.6022583730838652,0.6460097040140301,0.01737902263074176,0.025228895529662648,0.00317860036776625,0.1123637188089483,0.07376069992435301
experiment_01,condition1,,cell003,7,1.1038675697931912,1.0641238843198255,1.1410020423592755,0.04167069636544651,0.0567240110808229,0.0220166595711819,0.1211900974673825,0.07420569603373721
experiment_01,condition1,,cell003,8,1.1886794948834198,1.1482638494668393,1.2313372833259748,0.03567775673240425,0.05787710738861415,0.006407321345621752,0.1456504481871081,0.05416056134091711
experiment_01,condition1,,cell003,9,0.6522424097922457,0.6249416526954034,0.7142707533179614,0.03847793007913691,0.0764192233554777,0.01894011876041922,0.11683106047684194,0.05624295721378335
